Bronx;1;0.652430044182622;0.736377025036819;0.480117820324006;0.313696612665685;0.304860088365243;0.329896907216495;0.101620029455081;0.238586156111929;0
Brooklyn;1;0.775477707006369;0.797770700636943;0.434713375796178;0.332802547770701;0.337579617834395;0.232484076433121;0.103503184713376;0.10031847133758;0
Bedford Stuyvesant (CD3);1;0.752645502645503;0.784391534391535;0.464285714285714;0.376984126984127;0.297619047619048;0.167989417989418;0.105820105820106;0.0793650793650795;0
Bensonhurst (CD11);1;0.81787521079258;0.81787521079258;0.443507588532884;0.317032040472176;0.438448566610455;0.340640809443508;0.163575042158516;0.18043844856661;0
Brownsville (CD16);1;0.765739385065886;0.79502196193265;0.456808199121523;0.374816983894583;0.308931185944363;0.187408491947291;0.0717423133235723;0.0732064421669107;0
Bushwick (CD4);1;0.737909516380655;0.809672386895476;0.450858034321373;0.346333853354135;0.269890795631825;0.135725429017161;0.0546021840873637;0.043681747269891;0
Central Harlem (CD10);1;0.659259259259259;0.698412698412698;0.437037037037037;0.392592592592593;0.238095238095238;0.161904761904762;0.0582010582010583;0.107936507936508;0
Coney Island (CD13);1;0.841004184100418;0.849372384937239;0.489539748953975;0.299163179916318;0.615062761506276;0.510460251046025;0.211297071129707;0.305439330543933;0
Financial District (CD1);1;0.717699115044248;0.724778761061947;0.511504424778761;0.438938053097345;0.317699115044248;0.12212389380531;0.084070796460177;0.0548672566371682;0
Fresh Meadows;1;0.795955882352941;0.875;0.448529411764706;0.310661764705883;0.352941176470588;0.264705882352941;0.137867647058823;0.141544117647059;0
Jackson Heights (CD3);1;0.751145038167939;0.862595419847328;0.52824427480916;0.383206106870229;0.401526717557252;0.288549618320611;0.187786259541985;0.212213740458015;0
Manhattan;1;0.683556405353728;0.719885277246654;0.507648183556405;0.438814531548757;0.312619502868069;0.167304015296367;0.0879541108986617;0.107074569789675;0
Midtown (CD5);1;0.700958466453674;0.686261980830671;0.56741214057508;0.486261980830671;0.380830670926518;0.115654952076677;0.0345047923322683;0.0575079872204472;0
New York City;1;0.718531468531469;0.800699300699301;0.451048951048951;0.31993006993007;0.330419580419581;0.244055944055944;0.101398601398601;0.134615384615385;0
Port Richmond;1;0.659388646288209;0.949781659388646;0.438864628820961;0.351528384279476;0.168122270742358;0.12882096069869;0.152838427947598;0.0458515283842796;0
Queens;1;0.764471057884232;0.8562874251497;0.445109780439122;0.305389221556886;0.349301397205589;0.265469061876248;0.0938123752495007;0.13373253493014;0
Staten Island;1;0.619897959183673;0.829081632653062;0.413265306122449;0.224489795918368;0.321428571428571;0.204081632653061;0.14030612244898;0.114795918367347;0
Sunset Park (CD7);1;0.765696784073507;0.773353751914242;0.349157733537519;0.272588055130168;0.209800918836141;0.130168453292496;0.0735068912710568;0;0.122511485451761
Willowbrook;1;0.619897959183674;0.918367346938776;0.443877551020408;0.285714285714286;0.252551020408163;0.163265306122449;0.137755102040816;0.0739795918367345;0
